Siglent Technologies,SSA5085A,SSA5AA4D900088,1.9.0.2.2R3
PMA Benchtop NPD v2.00,,,
Frequency Start = 2.0 GHz,,,
Frequency Stop = 5.0 GHz,,,
Frequency Step = 0.3 MHz,,,
Number of Frequency Points = 10001.0,,,
Number of Averages = 10.0,,,
Resolution Bandwidth = 10.0 KHz,,,
,,,
Freq(GHz),Raw Data,dBm/Hz,
3.8699,-98.3608,-138.3608,
3.8702,-98.7794,-138.7794,
3.8705,-98.9815,-138.9815,
3.8708,-98.9486,-138.9486,
3.8711,-98.7731,-138.7731,
3.8714,-98.1662,-138.1662,
3.8717,-99.0884,-139.0884,
3.872,-99.3934,-139.3934,
3.8723,-97.0386,-137.0385,
3.8726,-98.6034,-138.6034,
3.8729,-99.4954,-139.4954,
3.8732,-98.7789,-138.7789,
3.8735,-99.12,-139.12,
3.8738,-97.5952,-137.5952,
3.8741,-99.7656,-139.7656,
3.8744,-100.4406,-140.4406,
3.8747,-98.0758,-138.0758,
3.875,-100.6208,-140.6208,
3.8753,-98.3632,-138.3632,
3.8756,-96.5524,-136.5524,
3.8759,-99.1776,-139.1776,
3.8762,-98.0226,-138.0226,
3.8765,-97.7358,-137.7358,
3.8768,-96.3142,-136.3142,
3.8771,-97.7825,-137.7825,
3.8774,-95.9398,-135.9398,
3.8777,-99.0921,-139.0921,
3.878,-100.0984,-140.0984,
3.8783,-98.289,-138.289,
3.8786,-98.2366,-138.2366,
3.8789,-95.6169,-135.6169,
3.8792,-97.2212,-137.2212,
3.8795,-98.4966,-138.4966,
3.8798,-99.8987,-139.8987,
3.8801,-99.6088,-139.6088,
3.8804,-98.7905,-138.7905,
3.8807,-99.7444,-139.7444,
3.881,-98.1798,-138.1798,
3.8813,-98.2133,-138.2133,
3.8816,-99.9472,-139.9472,
3.8819,-100.4929,-140.4929,
3.8822,-96.9773,-136.9773,
3.8825,-99.8533,-139.8533,
3.8828,-98.5027,-138.5027,
3.8831,-99.2017,-139.2017,
3.8834,-99.0254,-139.0254,
3.8837,-98.4882,-138.4882,
3.884,-99.3822,-139.3822,
3.8843,-100.4478,-140.4478,
3.8846,-98.9461,-138.9461,
3.8849,-99.1407,-139.1407,
3.8852,-99.5981,-139.5981,
3.8855,-97.4439,-137.4439,
3.8858,-97.3749,-137.3749,
3.8861,-98.013,-138.013,
3.8864,-100.0598,-140.0598,
3.8867,-97.2931,-137.2931,
3.887,-97.9172,-137.9172,
3.8873,-98.1228,-138.1228,
3.8876,-99.9004,-139.9004,
3.8879,-98.4813,-138.4813,
3.8882,-99.0941,-139.0941,
3.8885,-99.1868,-139.1868,
3.8888,-98.5305,-138.5305,
3.8891,-99.7664,-139.7664,
3.8894,-98.9583,-138.9583,
3.8897,-97.6298,-137.6298,
3.89,-97.7041,-137.7041,
3.8903,-97.8733,-137.8733,
3.8906,-97.9688,-137.9688,
3.8909,-98.3864,-138.3864,
3.8912,-98.2525,-138.2525,
3.8915,-97.1899,-137.19,
3.8918,-99.9965,-139.9965,
3.8921,-97.8435,-137.8435,
3.8924,-99.287,-139.287,
3.8927,-97.7517,-137.7517,
3.893,-98.521,-138.521,
3.8933,-97.3086,-137.3086,
3.8936,-97.1353,-137.1353,
3.8939,-98.0282,-138.0282,
3.8942,-97.8203,-137.8203,
3.8945,-97.1827,-137.1827,
3.8948,-99.2599,-139.2599,
3.8951,-97.5895,-137.5895,
3.8954,-98.1059,-138.1059,
3.8957,-99.8746,-139.8746,
3.896,-98.6499,-138.6499,
3.8963,-99.2952,-139.2952,
3.8966,-98.2563,-138.2563,
3.8969,-98.3199,-138.3199,
3.8972,-98.234,-138.234,
3.8975,-95.7544,-135.7544,
3.8978,-97.966,-137.966,
3.8981,-97.9495,-137.9495,
3.8984,-97.9734,-137.9735,
3.8987,-99.0136,-139.0136,
3.899,-98.9377,-138.9377,
3.8993,-97.2746,-137.2746,
3.8996,-98.3859,-138.3859,
3.8999,-99.4002,-139.4002,
3.9002,-96.8653,-136.8653,
3.9005,-98.405,-138.405,
3.9008,-98.6139,-138.6139,
3.9011,-98.4261,-138.4261,
3.9014,-100.1964,-140.1964,
3.9017,-98.2045,-138.2045,
3.902,-99.1677,-139.1677,
3.9023,-99.3163,-139.3163,
3.9026,-97.122,-137.122,
3.9029,-98.4052,-138.4052,
3.9032,-98.11,-138.11,
3.9035,-100.1596,-140.1596,
3.9038,-99.5255,-139.5255,
3.9041,-97.9008,-137.9008,
3.9044,-97.8144,-137.8144,
3.9047,-97.7759,-137.7758,
3.905,-98.6727,-138.6727,
3.9053,-99.8312,-139.8312,
3.9056,-98.4043,-138.4043,
3.9059,-99.6495,-139.6495,
3.9062,-98.5629,-138.5629,
3.9065,-100.6959,-140.6959,
3.9068,-98.4562,-138.4562,
3.9071,-97.0477,-137.0477,
3.9074,-99.4599,-139.4599,
3.9077,-99.6046,-139.6046,
3.908,-101.1719,-141.1719,
3.9083,-97.0779,-137.0779,
3.9086,-98.3547,-138.3547,
3.9089,-97.3912,-137.3912,
3.9092,-97.7175,-137.7175,
3.9095,-98.182,-138.182,
3.9098,-97.9451,-137.9451,
3.9101,-97.6571,-137.6571,
3.9104,-98.3507,-138.3507,
3.9107,-97.861,-137.861,
3.911,-98.8655,-138.8655,
3.9113,-97.9048,-137.9049,
3.9116,-99.2956,-139.2956,
3.9119,-98.5873,-138.5873,
3.9122,-99.3568,-139.3568,
3.9125,-99.3075,-139.3075,
3.9128,-99.2464,-139.2464,
3.9131,-98.1022,-138.1022,
3.9134,-100.5781,-140.5781,
3.9137,-97.8978,-137.8978,
3.914,-99.8108,-139.8108,
3.9143,-100.2449,-140.2449,
3.9146,-99.1146,-139.1146,
3.9149,-100.7098,-140.7098,
3.9152,-97.4577,-137.4577,
3.9155,-99.3694,-139.3694,
3.9158,-98.834,-138.834,
3.9161,-97.3498,-137.3498,
3.9164,-98.567,-138.567,
3.9167,-98.4876,-138.4876,
3.917,-102.047,-142.047,
3.9173,-99.2036,-139.2036,
3.9176,-99.5144,-139.5144,
3.9179,-99.7363,-139.7363,
3.9182,-97.8148,-137.8148,
3.9185,-98.0292,-138.0292,
3.9188,-100.0821,-140.0821,
3.9191,-99.1669,-139.1669,
3.9194,-100.7717,-140.7717,
3.9197,-97.3961,-137.3961,
3.92,-97.1056,-137.1056,
3.9203,-99.9483,-139.9483,
3.9206,-99.3106,-139.3106,
3.9209,-97.9098,-137.9098,
3.9212,-99.1088,-139.1088,
3.9215,-99.3621,-139.3621,
3.9218,-102.0603,-142.0603,
3.9221,-97.4189,-137.4189,
3.9224,-97.0463,-137.0463,
3.9227,-99.2718,-139.2718,
3.923,-98.9082,-138.9082,
3.9233,-97.7271,-137.7271,
3.9236,-98.0122,-138.0122,
3.9239,-97.8697,-137.8697,
3.9242,-98.183,-138.183,
3.9245,-99.0133,-139.0133,
3.9248,-99.2917,-139.2917,
3.9251,-98.0869,-138.0869,
3.9254,-100.1272,-140.1272,
3.9257,-98.5653,-138.5653,
3.926,-99.4575,-139.4575,
3.9263,-99.7461,-139.7461,
3.9266,-96.3019,-136.3019,
3.9269,-99.944,-139.944,
3.9272,-99.741,-139.741,
3.9275,-98.4199,-138.4199,
3.9278,-99.7773,-139.7773,
3.9281,-98.2529,-138.2529,
3.9284,-95.542,-135.542,
3.9287,-98.2715,-138.2715,
3.929,-99.2992,-139.2992,
3.9293,-99.1746,-139.1746,
3.9296,-99.2499,-139.2499,
3.9299,-98.3487,-138.3487,
3.9302,-99.6841,-139.6841,
3.9305,-97.7192,-137.7192,
3.9308,-99.5394,-139.5394,
3.9311,-99.1904,-139.1904,
3.9314,-98.1222,-138.1222,
3.9317,-98.0494,-138.0494,
3.932,-98.9467,-138.9467,
3.9323,-98.9698,-138.9698,
3.9326,-99.2566,-139.2566,
3.9329,-98.0418,-138.0418,
3.9332,-98.8491,-138.8491,
3.9335,-99.9164,-139.9164,
3.9338,-98.5624,-138.5624,
3.9341,-98.2567,-138.2567,
3.9344,-98.2529,-138.2529,
3.9347,-99.1354,-139.1354,
3.935,-98.162,-138.162,
3.9353,-99.9005,-139.9005,
3.9356,-99.3899,-139.3899,
3.9359,-98.7569,-138.7569,
3.9362,-97.8744,-137.8744,
3.9365,-99.143,-139.143,
3.9368,-96.7099,-136.7099,
3.9371,-98.6043,-138.6043,
3.9374,-99.337,-139.337,
3.9377,-96.7574,-136.7574,
3.938,-98.8174,-138.8174,
3.9383,-98.0049,-138.0049,
3.9386,-100.0384,-140.0384,
3.9389,-97.9645,-137.9645,
3.9392,-99.5234,-139.5234,
3.9395,-99.1785,-139.1785,
3.9398,-99.0279,-139.0279,
3.9401,-100.6306,-140.6306,
3.9404,-99.2117,-139.2117,
3.9407,-99.3959,-139.3959,
3.941,-100.2405,-140.2405,
3.9413,-98.096,-138.096,
3.9416,-96.9962,-136.9962,
3.9419,-98.4069,-138.4069,
3.9422,-100.7469,-140.7469,
3.9425,-98.6767,-138.6767,
3.9428,-97.6297,-137.6297,
3.9431,-99.8417,-139.8417,
3.9434,-98.6842,-138.6841,
3.9437,-98.655,-138.655,
3.944,-99.8915,-139.8915,
3.9443,-98.6776,-138.6776,
3.9446,-99.0469,-139.0469,
3.9449,-99.3241,-139.3241,
3.9452,-98.6265,-138.6265,
3.9455,-97.8973,-137.8973,
3.9458,-98.9941,-138.9941,
3.9461,-98.8662,-138.8662,
3.9464,-96.8709,-136.8709,
3.9467,-98.3011,-138.3011,
3.947,-98.8011,-138.8011,
3.9473,-98.1413,-138.1413,
3.9476,-99.4128,-139.4128,
3.9479,-98.2436,-138.2436,
3.9482,-98.1897,-138.1897,
3.9485,-98.0821,-138.0822,
3.9488,-97.5109,-137.5109,
3.9491,-99.4478,-139.4478,
3.9494,-97.2533,-137.2533,
3.9497,-100.1515,-140.1515,
3.95,-98.9917,-138.9917,
3.9503,-99.2671,-139.2671,
3.9506,-98.9919,-138.9919,
3.9509,-98.9721,-138.9721,
3.9512,-98.1693,-138.1693,
3.9515,-98.032,-138.032,
3.9518,-98.7325,-138.7325,
3.9521,-98.3421,-138.3421,
3.9524,-97.6613,-137.6613,
3.9527,-98.3238,-138.3238,
3.953,-97.8202,-137.8202,
3.9533,-98.0241,-138.0241,
3.9536,-100.0653,-140.0653,
3.9539,-97.7733,-137.7733,
3.9542,-96.7287,-136.7287,
3.9545,-99.3003,-139.3003,
3.9548,-97.4884,-137.4884,
3.9551,-97.4536,-137.4536,
3.9554,-98.2784,-138.2784,
3.9557,-98.4788,-138.4788,
3.956,-99.5741,-139.5741,
3.9563,-99.916,-139.916,
3.9566,-98.9059,-138.9059,
3.9569,-97.7699,-137.7699,
3.9572,-96.8962,-136.8962,
3.9575,-98.4315,-138.4315,
3.9578,-97.4683,-137.4683,
3.9581,-98.3157,-138.3157,
3.9584,-98.6916,-138.6916,
3.9587,-100.7421,-140.7421,
3.959,-96.8404,-136.8404,
3.9593,-98.3792,-138.3792,
3.9596,-97.0186,-137.0186,
3.9599,-99.7078,-139.7078,
3.9602,-98.1906,-138.1906,
3.9605,-99.7661,-139.7661,
3.9608,-97.6528,-137.6528,
3.9611,-97.2222,-137.2222,
3.9614,-99.1463,-139.1463,
3.9617,-99.285,-139.285,
3.962,-99.0731,-139.0731,
3.9623,-99.0317,-139.0317,
3.9626,-97.3725,-137.3725,
3.9629,-99.2039,-139.2039,
3.9632,-99.1403,-139.1403,
3.9635,-99.2784,-139.2784,
3.9638,-97.5099,-137.5099,
3.9641,-98.8502,-138.8502,
3.9644,-97.6676,-137.6676,
3.9647,-97.8569,-137.8569,
3.965,-98.7264,-138.7264,
3.9653,-99.0001,-139.0001,
3.9656,-99.5838,-139.5838,
3.9659,-97.3865,-137.3865,
3.9662,-99.0753,-139.0753,
3.9665,-100.9332,-140.9332,
3.9668,-97.6377,-137.6377,
3.9671,-99.9158,-139.9158,
3.9674,-99.2901,-139.2901,
3.9677,-97.6076,-137.6076,
3.968,-98.9844,-138.9844,
3.9683,-98.2742,-138.2742,
3.9686,-98.4049,-138.4049,
3.9689,-99.7819,-139.7819,
3.9692,-98.9198,-138.9198,
3.9695,-99.1669,-139.1669,
3.9698,-98.2232,-138.2232,
3.9701,-98.7703,-138.7703,
3.9704,-97.674,-137.674,
3.9707,-98.1326,-138.1326,
3.971,-97.5169,-137.5169,
3.9713,-98.6989,-138.6989,
3.9716,-99.8921,-139.8921,
3.9719,-99.5598,-139.5598,
3.9722,-98.7052,-138.7052,
3.9725,-98.8118,-138.8118,
3.9728,-98.5489,-138.5489,
3.9731,-98.1731,-138.1731,
3.9734,-98.9869,-138.9869,
3.9737,-99.5305,-139.5305,
3.974,-99.6286,-139.6286,
3.9743,-100.5377,-140.5377,
3.9746,-100.2073,-140.2073,
3.9749,-98.1802,-138.1802,
3.9752,-99.8096,-139.8096,
3.9755,-98.2119,-138.2119,
3.9758,-99.2008,-139.2008,
3.9761,-100.1321,-140.1321,
3.9764,-98.0799,-138.0799,
3.9767,-98.5905,-138.5905,
3.977,-99.2361,-139.2361,
3.9773,-99.5207,-139.5207,
3.9776,-98.218,-138.218,
3.9779,-97.5342,-137.5342,
3.9782,-98.921,-138.921,
3.9785,-97.6477,-137.6477,
3.9788,-98.1312,-138.1312,
3.9791,-98.4297,-138.4297,
3.9794,-98.4483,-138.4483,
3.9797,-98.3442,-138.3442,
3.98,-98.2254,-138.2254,
3.9803,-98.784,-138.784,
3.9806,-98.0778,-138.0779,
3.9809,-97.5286,-137.5286,
3.9812,-99.5338,-139.5338,
3.9815,-99.8855,-139.8855,
3.9818,-99.2982,-139.2982,
3.9821,-99.0801,-139.0801,
3.9824,-99.2673,-139.2672,
3.9827,-98.7492,-138.7492,
3.983,-99.832,-139.832,
3.9833,-98.1661,-138.1661,
3.9836,-100.6781,-140.6781,
3.9839,-99.4248,-139.4248,
3.9842,-98.3983,-138.3983,
3.9845,-100.6864,-140.6864,
3.9848,-99.0911,-139.0911,
3.9851,-99.4084,-139.4084,
3.9854,-98.1383,-138.1383,
3.9857,-98.599,-138.599,
3.986,-99.0893,-139.0893,
3.9863,-99.9502,-139.9502,
3.9866,-98.1158,-138.1158,
3.9869,-99.5365,-139.5365,
3.9872,-97.325,-137.325,
3.9875,-99.5675,-139.5675,
3.9878,-98.2669,-138.2669,
3.9881,-99.1519,-139.1519,
3.9884,-98.5305,-138.5305,
3.9887,-99.4727,-139.4727,
3.989,-98.5987,-138.5987,
3.9893,-98.7945,-138.7945,
3.9896,-99.5345,-139.5345,
3.9899,-100.5381,-140.5381,
3.9902,-99.9719,-139.9719,
3.9905,-98.2109,-138.2109,
3.9908,-99.4485,-139.4485,
3.9911,-101.816,-141.816,
3.9914,-100.5382,-140.5382,
3.9917,-98.3628,-138.3628,
3.992,-97.0599,-137.0599,
3.9923,-99.901,-139.901,
3.9926,-97.6473,-137.6473,
3.9929,-98.5793,-138.5793,
3.9932,-99.1159,-139.1159,
3.9935,-99.0653,-139.0652,
3.9938,-99.3263,-139.3263,
3.9941,-100.2422,-140.2422,
3.9944,-98.2459,-138.2459,
3.9947,-98.9821,-138.9821,
3.995,-99.4845,-139.4845,
3.9953,-98.82,-138.82,
3.9956,-98.7811,-138.7811,
3.9959,-99.9822,-139.9822,
3.9962,-97.9904,-137.9905,
3.9965,-100.0517,-140.0517,
3.9968,-100.1561,-140.1561,
3.9971,-99.6527,-139.6527,
3.9974,-100.9769,-140.9769,
3.9977,-99.4241,-139.4241,
3.998,-100.8481,-140.8481,
3.9983,-100.0519,-140.0519,
3.9986,-98.9412,-138.9412,
3.9989,-99.8301,-139.8301,
3.9992,-100.1718,-140.1718,
3.9995,-98.6117,-138.6117,
3.9998,-101.0572,-141.0572,
4.0001,-98.9914,-138.9914,
4.0004,-99.4945,-139.4945,
4.0007,-99.0609,-139.0609,
4.001,-97.5104,-137.5104,
4.0013,-99.1463,-139.1463,
4.0016,-99.823,-139.823,
4.0019,-98.3459,-138.3459,
4.0022,-99.8634,-139.8634,
4.0025,-99.4976,-139.4976,
4.0028,-98.2463,-138.2463,
4.0031,-99.71,-139.71,
4.0034,-101.0677,-141.0677,
4.0037,-99.4383,-139.4383,
4.004,-99.9038,-139.9038,
4.0043,-99.6915,-139.6915,
4.0046,-98.3102,-138.3102,
4.0049,-100.0187,-140.0187,
4.0052,-99.5967,-139.5967,
4.0055,-98.8683,-138.8683,
4.0058,-98.1069,-138.1069,
4.0061,-99.3543,-139.3543,
4.0064,-98.5928,-138.5928,
4.0067,-100.246,-140.246,
4.007,-99.9188,-139.9188,
4.0073,-100.8235,-140.8235,
4.0076,-99.4829,-139.4829,
4.0079,-99.0717,-139.0717,
4.0082,-99.1475,-139.1475,
4.0085,-97.5667,-137.5667,
4.0088,-97.0369,-137.0369,
4.0091,-101.8386,-141.8386,
4.0094,-99.83,-139.83,
4.0097,-100.4915,-140.4915,
4.01,-100.9335,-140.9335,
4.0103,-99.2084,-139.2084,
4.0106,-98.3576,-138.3576,
4.0109,-101.2743,-141.2743,
4.0112,-101.4895,-141.4895,
4.0115,-100.5572,-140.5572,
4.0118,-98.4294,-138.4294,
4.0121,-98.9255,-138.9255,
4.0124,-100.7769,-140.7769,
4.0127,-97.5975,-137.5975,
4.013,-100.6353,-140.6353,
4.0133,-100.3059,-140.3059,
4.0136,-99.1865,-139.1865,
4.0139,-100.3614,-140.3614,
4.0142,-99.2943,-139.2943,
4.0145,-98.9857,-138.9857,
4.0148,-99.8304,-139.8304,
4.0151,-98.9417,-138.9417,
4.0154,-98.0674,-138.0674,
4.0157,-99.7758,-139.7758,
4.016,-101.7775,-141.7775,
4.0163,-99.8414,-139.8414,
4.0166,-98.9533,-138.9533,
4.0169,-100.0411,-140.0411,
4.0172,-98.901,-138.901,
4.0175,-100.4587,-140.4587,
4.0178,-98.2069,-138.2069,
4.0181,-98.416,-138.416,
4.0184,-99.0666,-139.0666,
4.0187,-98.6492,-138.6492,
4.019,-101.1129,-141.1129,
4.0193,-100.7006,-140.7006,
4.0196,-99.1112,-139.1112,
4.0199,-99.7498,-139.7498,
4.0202,-99.2612,-139.2612,
4.0205,-99.7876,-139.7876,
4.0208,-99.5242,-139.5242,
4.0211,-99.0609,-139.0609,
4.0214,-98.044,-138.044,
4.0217,-100.2247,-140.2247,
4.022,-98.2679,-138.2679,
4.0223,-100.9486,-140.9486,
4.0226,-99.3932,-139.3932,
4.0229,-99.2638,-139.2638,
4.0232,-99.8537,-139.8537,
4.0235,-101.5424,-141.5424,
4.0238,-97.9637,-137.9637,
4.0241,-99.416,-139.416,
4.0244,-99.3627,-139.3627,
4.0247,-99.5613,-139.5613,
4.025,-97.3711,-137.3711,
4.0253,-98.8279,-138.8279,
4.0256,-99.4796,-139.4796,
4.0259,-98.033,-138.033,
4.0262,-101.0148,-141.0148,
4.0265,-100.1425,-140.1425,
4.0268,-98.8349,-138.8349,
4.0271,-100.3411,-140.3411,
4.0274,-98.9954,-138.9954,
4.0277,-99.701,-139.701,
4.028,-101.0747,-141.0747,
4.0283,-98.335,-138.335,
4.0286,-99.7486,-139.7486,
4.0289,-99.9161,-139.9161,
4.0292,-100.1902,-140.1902,
4.0295,-100.9559,-140.9559,
4.0298,-99.9546,-139.9546,
4.0301,-99.7897,-139.7897,
4.0304,-100.2081,-140.2081,
4.0307,-98.7126,-138.7126,
4.031,-101.1637,-141.1637,
4.0313,-100.3969,-140.3969,
4.0316,-99.6007,-139.6007,
4.0319,-99.5498,-139.5498,
4.0322,-98.2833,-138.2833,
4.0325,-101.4783,-141.4783,
4.0328,-100.0985,-140.0985,
4.0331,-101.4164,-141.4164,
4.0334,-100.377,-140.377,
4.0337,-99.5105,-139.5105,
4.034,-99.0088,-139.0088,
4.0343,-99.7776,-139.7776,
4.0346,-98.89,-138.89,
4.0349,-99.1459,-139.1459,
4.0352,-100.0391,-140.0391,
4.0355,-99.1855,-139.1855,
4.0358,-99.8588,-139.8588,
4.0361,-99.0712,-139.0712,
4.0364,-100.076,-140.076,
4.0367,-99.3157,-139.3157,
4.037,-98.2698,-138.2698,
4.0373,-99.6629,-139.6629,
4.0376,-99.3039,-139.3039,
4.0379,-98.8902,-138.8902,
4.0382,-98.5043,-138.5043,
4.0385,-99.6209,-139.6209,
4.0388,-100.4255,-140.4255,
4.0391,-99.5258,-139.5258,
4.0394,-100.9458,-140.9458,
4.0397,-100.6018,-140.6018,
4.04,-99.6175,-139.6175,
4.0403,-100.4971,-140.4971,
4.0406,-99.2833,-139.2833,
4.0409,-100.2106,-140.2106,
4.0412,-98.7165,-138.7165,
4.0415,-98.9229,-138.9229,
4.0418,-99.0795,-139.0795,
4.0421,-99.8108,-139.8108,
4.0424,-99.3383,-139.3383,
4.0427,-101.7668,-141.7668,
4.043,-100.6974,-140.6974,
4.0433,-100.0555,-140.0555,
4.0436,-98.6136,-138.6136,
4.0439,-100.4824,-140.4824,
4.0442,-100.9359,-140.9359,
4.0445,-99.7734,-139.7734,
4.0448,-100.7007,-140.7007,
4.0451,-98.3915,-138.3915,
4.0454,-99.8597,-139.8597,
4.0457,-100.6572,-140.6572,
4.046,-99.8394,-139.8394,
4.0463,-99.586,-139.586,
4.0466,-100.4408,-140.4408,
4.0469,-99.2596,-139.2596,
4.0472,-98.6077,-138.6078,
4.0475,-99.211,-139.211,
4.0478,-100.5033,-140.5033,
4.0481,-98.1017,-138.1017,
4.0484,-101.1243,-141.1243,
4.0487,-100.0627,-140.0627,
4.049,-100.2936,-140.2936,
4.0493,-100.0589,-140.0589,
4.0496,-99.0257,-139.0257,
4.0499,-99.3564,-139.3564,
4.0502,-99.1561,-139.1561,
4.0505,-99.2171,-139.2171,
4.0508,-99.5896,-139.5896,
4.0511,-100.688,-140.688,
4.0514,-99.5418,-139.5418,
4.0517,-100.7369,-140.7369,
4.052,-99.8013,-139.8014,
4.0523,-100.3942,-140.3942,
4.0526,-101.7217,-141.7217,
4.0529,-99.2134,-139.2134,
4.0532,-98.9333,-138.9333,
4.0535,-99.0704,-139.0704,
4.0538,-100.8945,-140.8945,
4.0541,-98.6178,-138.6178,
4.0544,-99.5161,-139.5161,
4.0547,-99.5932,-139.5932,
4.055,-98.8412,-138.8412,
4.0553,-99.1268,-139.1268,
4.0556,-99.0443,-139.0443,
4.0559,-99.0541,-139.0541,
4.0562,-97.8851,-137.8851,
4.0565,-99.3953,-139.3953,
4.0568,-98.9014,-138.9014,
4.0571,-98.2268,-138.2268,
4.0574,-100.1194,-140.1194,
4.0577,-98.2944,-138.2944,
4.058,-99.1965,-139.1965,
4.0583,-100.2744,-140.2744,
4.0586,-99.3568,-139.3568,
4.0589,-98.5715,-138.5715,
4.0592,-98.5568,-138.5568,
4.0595,-100.7304,-140.7304,
4.0598,-100.2548,-140.2548,
4.0601,-98.7644,-138.7645,
4.0604,-98.5009,-138.5009,
4.0607,-98.7216,-138.7216,
4.061,-98.2659,-138.2659,
4.0613,-97.6733,-137.6733,
4.0616,-99.7384,-139.7384,
4.0619,-99.8907,-139.8907,
4.0622,-100.3749,-140.3749,
4.0625,-99.8006,-139.8006,
4.0628,-98.144,-138.144,
4.0631,-99.6599,-139.6599,
4.0634,-100.7012,-140.7012,
4.0637,-98.7353,-138.7353,
4.064,-98.7793,-138.7793,
4.0643,-99.3936,-139.3936,
4.0646,-98.5194,-138.5194,
4.0649,-97.9422,-137.9422,
4.0652,-99.5393,-139.5393,
4.0655,-99.2594,-139.2594,
4.0658,-98.9871,-138.9871,
4.0661,-97.4839,-137.4839,
4.0664,-98.6311,-138.6311,
4.0667,-99.4237,-139.4237,
4.067,-100.0469,-140.0469,
4.0673,-99.1648,-139.1648,
4.0676,-101.2895,-141.2895,
4.0679,-98.4558,-138.4558,
4.0682,-99.5895,-139.5895,
4.0685,-98.9676,-138.9676,
4.0688,-99.1984,-139.1984,
4.0691,-100.6444,-140.6444,
4.0694,-99.6253,-139.6253,
4.0697,-99.429,-139.429,
4.07,-97.3029,-137.3029,
4.0703,-99.591,-139.591,
4.0706,-99.9214,-139.9214,
4.0709,-98.7793,-138.7793,
4.0712,-98.5477,-138.5478,
4.0715,-99.46,-139.46,
4.0718,-101.3893,-141.3893,
4.0721,-100.973,-140.973,
4.0724,-99.6228,-139.6228,
4.0727,-98.8268,-138.8268,
4.073,-99.96,-139.96,
4.0733,-99.7226,-139.7226,
4.0736,-98.9904,-138.9904,
4.0739,-97.8167,-137.8167,
4.0742,-100.3503,-140.3503,
4.0745,-100.5889,-140.5889,
4.0748,-99.7887,-139.7887,
4.0751,-98.1149,-138.1149,
4.0754,-98.5931,-138.5931,
4.0757,-98.8868,-138.8868,
4.076,-96.8732,-136.8732,
4.0763,-98.5275,-138.5275,
4.0766,-98.1649,-138.1649,
4.0769,-99.4568,-139.4568,
4.0772,-99.0624,-139.0624,
4.0775,-99.0568,-139.0568,
4.0778,-98.3712,-138.3712,
4.0781,-98.7863,-138.7863,
4.0784,-101.085,-141.085,
4.0787,-98.1909,-138.1909,
4.079,-98.7949,-138.7949,
4.0793,-99.6883,-139.6883,
4.0796,-98.7507,-138.7507,
4.0799,-101.0849,-141.0849,
4.0802,-98.5937,-138.5937,
4.0805,-99.5583,-139.5583,
4.0808,-99.0153,-139.0153,
4.0811,-99.1009,-139.1009,
4.0814,-100.2065,-140.2065,
4.0817,-100.1149,-140.1149,
4.082,-98.6224,-138.6224,
4.0823,-98.8117,-138.8116,
4.0826,-98.8698,-138.8698,
4.0829,-99.0771,-139.0771,
4.0832,-100.5357,-140.5357,
4.0835,-98.8721,-138.8721,
4.0838,-97.4907,-137.4907,
4.0841,-98.4169,-138.4169,
4.0844,-98.6749,-138.6749,
4.0847,-98.2254,-138.2254,
4.085,-99.3666,-139.3666,
4.0853,-98.6226,-138.6226,
4.0856,-100.4437,-140.4437,
4.0859,-97.8341,-137.8341,
4.0862,-98.5258,-138.5258,
4.0865,-100.7444,-140.7444,
4.0868,-100.1774,-140.1774,
4.0871,-98.5542,-138.5542,
4.0874,-100.5822,-140.5822,
4.0877,-98.893,-138.893,
4.088,-98.745,-138.745,
4.0883,-98.0816,-138.0816,
4.0886,-98.5792,-138.5792,
4.0889,-98.5311,-138.5311,
4.0892,-99.3382,-139.3382,
4.0895,-99.3129,-139.3129,
4.0898,-98.537,-138.537,
4.0901,-100.6715,-140.6715,
4.0904,-99.269,-139.269,
4.0907,-98.6732,-138.6732,
4.091,-99.1892,-139.1892,
4.0913,-99.4252,-139.4252,
4.0916,-98.4531,-138.4531,
4.0919,-99.9404,-139.9404,
4.0922,-100.54,-140.54,
4.0925,-99.5247,-139.5247,
4.0928,-99.9205,-139.9205,
4.0931,-99.481,-139.481,
4.0934,-98.4795,-138.4795,
4.0937,-99.6293,-139.6293,
4.094,-98.475,-138.475,
4.0943,-98.5544,-138.5544,
4.0946,-99.0958,-139.0958,
4.0949,-99.7078,-139.7078,
4.0952,-100.0428,-140.0428,
4.0955,-98.7415,-138.7415,
4.0958,-98.4551,-138.4551,
4.0961,-99.1368,-139.1368,
4.0964,-100.171,-140.171,
4.0967,-100.3052,-140.3052,
4.097,-99.5499,-139.5499,
4.0973,-99.5661,-139.5661,
4.0976,-99.7991,-139.7991,
4.0979,-100.1142,-140.1142,
4.0982,-99.365,-139.365,
4.0985,-96.9381,-136.9381,
4.0988,-97.0699,-137.0699,
4.0991,-99.4168,-139.4168,
4.0994,-98.3115,-138.3115,
4.0997,-98.8593,-138.8593,
4.1,-100.4809,-140.4809,
4.1003,-97.7481,-137.7481,
4.1006,-99.4593,-139.4593,
4.1009,-98.8213,-138.8213,
4.1012,-98.2731,-138.2731,
4.1015,-99.5649,-139.5649,
4.1018,-99.9602,-139.9602,
4.1021,-99.3177,-139.3177,
4.1024,-99.8896,-139.8896,
4.1027,-100.323,-140.323,
4.103,-96.8033,-136.8033,
